0.0,1.0,0.0,0.0,1.0,670.0,31.0,1.0,142631.54,2.0,1.0,1.0,175894.24,0.0
1.0,0.0,0.0,1.0,0.0,717.0,36.0,2.0,99472.76,2.0,1.0,0.0,94274.72,1.0
1.0,0.0,0.0,1.0,0.0,521.0,77.0,6.0,0.0,2.0,1.0,1.0,49054.1,0.0
0.0,1.0,0.0,0.0,1.0,850.0,41.0,8.0,60880.68,1.0,1.0,0.0,31825.84,0.0
1.0,0.0,0.0,1.0,0.0,612.0,63.0,2.0,126473.33,1.0,0.0,1.0,147545.65,0.0
1.0,0.0,0.0,1.0,0.0,608.0,47.0,6.0,0.0,1.0,1.0,1.0,126012.57,0.0
0.0,0.0,1.0,0.0,1.0,470.0,31.0,4.0,55732.92,2.0,1.0,1.0,103792.53,0.0
0.0,1.0,0.0,1.0,0.0,545.0,37.0,8.0,114754.08,1.0,1.0,0.0,136050.44,1.0
0.0,1.0,0.0,1.0,0.0,474.0,34.0,9.0,176311.36,1.0,1.0,0.0,160213.27,0.0
1.0,0.0,0.0,0.0,1.0,603.0,51.0,8.0,186825.57,1.0,1.0,0.0,93739.71,1.0
0.0,0.0,1.0,0.0,1.0,661.0,42.0,2.0,178820.91,1.0,0.0,0.0,29358.57,1.0
1.0,0.0,0.0,1.0,0.0,639.0,38.0,5.0,0.0,2.0,0.0,0.0,93716.38,0.0
1.0,0.0,0.0,0.0,1.0,715.0,35.0,2.0,141005.47,1.0,1.0,1.0,60407.93,0.0
0.0,1.0,0.0,1.0,0.0,850.0,36.0,0.0,136980.23,2.0,1.0,1.0,99019.65,0.0
1.0,0.0,0.0,0.0,1.0,827.0,38.0,5.0,0.0,2.0,0.0,0.0,103305.01,0.0
0.0,0.0,1.0,0.0,1.0,631.0,38.0,7.0,0.0,2.0,1.0,0.0,181605.85,0.0
0.0,0.0,1.0,0.0,1.0,528.0,40.0,4.0,0.0,2.0,1.0,0.0,25399.7,0.0
1.0,0.0,0.0,1.0,0.0,632.0,36.0,7.0,0.0,2.0,1.0,1.0,52526.65,0.0
0.0,0.0,1.0,1.0,0.0,745.0,54.0,8.0,0.0,1.0,1.0,0.0,173912.29,1.0
1.0,0.0,0.0,1.0,0.0,616.0,31.0,3.0,136789.14,1.0,1.0,0.0,59346.4,1.0
0.0,0.0,1.0,0.0,1.0,564.0,31.0,5.0,121461.87,1.0,1.0,1.0,20432.09,1.0
1.0,0.0,0.0,0.0,1.0,596.0,33.0,2.0,139451.67,1.0,0.0,0.0,63142.12,0.0
0.0,0.0,1.0,1.0,0.0,635.0,32.0,8.0,0.0,2.0,1.0,1.0,19367.98,1.0
0.0,1.0,0.0,0.0,1.0,663.0,49.0,7.0,116150.65,3.0,1.0,1.0,84358.71,1.0
0.0,0.0,1.0,1.0,0.0,651.0,45.0,10.0,135923.16,1.0,1.0,0.0,18732.84,0.0
0.0,1.0,0.0,1.0,0.0,592.0,34.0,6.0,102143.93,2.0,1.0,1.0,102628.98,0.0
0.0,1.0,0.0,0.0,1.0,633.0,50.0,7.0,88302.65,1.0,1.0,1.0,195937.16,0.0
0.0,0.0,1.0,1.0,0.0,783.0,59.0,9.0,126224.87,1.0,1.0,1.0,4423.63,0.0
0.0,0.0,1.0,0.0,1.0,613.0,35.0,4.0,123557.65,2.0,0.0,1.0,170903.4,0.0
0.0,1.0,0.0,1.0,0.0,376.0,29.0,4.0,115046.74,4.0,1.0,0.0,119346.88,1.0
0.0,1.0,0.0,0.0,1.0,609.0,38.0,6.0,140752.06,2.0,0.0,1.0,171430.16,0.0
0.0,0.0,1.0,1.0,0.0,660.0,28.0,3.0,128929.88,1.0,1.0,1.0,198069.71,0.0
1.0,0.0,0.0,0.0,1.0,705.0,32.0,7.0,0.0,2.0,1.0,0.0,7921.57,0.0
1.0,0.0,0.0,1.0,0.0,618.0,37.0,5.0,96652.86,1.0,1.0,0.0,98686.4,1.0
1.0,0.0,0.0,0.0,1.0,821.0,28.0,2.0,0.0,2.0,1.0,0.0,46072.52,0.0
0.0,0.0,1.0,0.0,1.0,597.0,38.0,1.0,0.0,2.0,1.0,0.0,41303.29,0.0
0.0,1.0,0.0,1.0,0.0,781.0,48.0,9.0,82794.18,1.0,1.0,0.0,124720.68,1.0
0.0,0.0,1.0,1.0,0.0,684.0,38.0,3.0,134168.5,3.0,1.0,0.0,3966.5,1.0
1.0,0.0,0.0,0.0,1.0,654.0,38.0,8.0,0.0,2.0,1.0,0.0,88659.44,0.0
0.0,1.0,0.0,1.0,0.0,749.0,33.0,10.0,76692.22,1.0,0.0,1.0,30396.43,0.0
1.0,0.0,0.0,1.0,0.0,538.0,32.0,2.0,0.0,1.0,1.0,1.0,80130.54,0.0
1.0,0.0,0.0,1.0,0.0,570.0,29.0,4.0,153040.03,1.0,1.0,1.0,131363.57,1.0
1.0,0.0,0.0,1.0,0.0,678.0,28.0,4.0,0.0,2.0,1.0,1.0,144423.17,1.0
0.0,1.0,0.0,0.0,1.0,684.0,35.0,3.0,99967.76,1.0,1.0,1.0,176882.08,0.0
0.0,0.0,1.0,0.0,1.0,601.0,28.0,6.0,0.0,2.0,1.0,0.0,14665.28,0.0
0.0,1.0,0.0,0.0,1.0,575.0,49.0,7.0,121205.15,4.0,1.0,1.0,168080.53,1.0
0.0,0.0,1.0,0.0,1.0,764.0,29.0,5.0,0.0,2.0,1.0,0.0,65868.28,0.0
0.0,0.0,1.0,1.0,0.0,663.0,58.0,5.0,216109.88,1.0,0.0,1.0,74176.71,1.0
0.0,1.0,0.0,1.0,0.0,609.0,71.0,6.0,113317.1,1.0,1.0,0.0,108258.22,1.0
1.0,0.0,0.0,1.0,0.0,743.0,39.0,8.0,0.0,1.0,1.0,0.0,94263.44,0.0
0.0,0.0,1.0,1.0,0.0,630.0,39.0,7.0,135483.17,1.0,1.0,0.0,140881.2,1.0
1.0,0.0,0.0,0.0,1.0,625.0,31.0,5.0,0.0,2.0,0.0,1.0,90.07,0.0
1.0,0.0,0.0,1.0,0.0,625.0,40.0,7.0,141267.67,1.0,0.0,1.0,177397.49,0.0
0.0,1.0,0.0,1.0,0.0,749.0,29.0,7.0,137059.05,3.0,1.0,0.0,102975.72,1.0
0.0,1.0,0.0,0.0,1.0,762.0,34.0,4.0,88815.56,2.0,1.0,0.0,68562.26,1.0
0.0,0.0,1.0,0.0,1.0,656.0,69.0,6.0,163975.09,1.0,1.0,1.0,36108.5,0.0
1.0,0.0,0.0,1.0,0.0,679.0,36.0,3.0,0.0,2.0,1.0,1.0,2243.41,0.0
1.0,0.0,0.0,0.0,1.0,552.0,33.0,5.0,140931.57,1.0,0.0,1.0,10921.5,0.0
1.0,0.0,0.0,0.0,1.0,667.0,31.0,1.0,119266.69,1.0,1.0,1.0,28257.63,0.0
1.0,0.0,0.0,0.0,1.0,625.0,39.0,2.0,0.0,2.0,1.0,0.0,100403.05,0.0
0.0,1.0,0.0,0.0,1.0,539.0,42.0,1.0,177728.55,1.0,1.0,0.0,105013.63,0.0
1.0,0.0,0.0,0.0,1.0,438.0,38.0,2.0,0.0,2.0,1.0,0.0,136859.55,0.0
0.0,1.0,0.0,1.0,0.0,670.0,32.0,4.0,102954.68,2.0,0.0,1.0,134942.45,0.0
1.0,0.0,0.0,1.0,0.0,705.0,38.0,3.0,123894.43,1.0,1.0,0.0,21177.1,0.0
1.0,0.0,0.0,1.0,0.0,790.0,41.0,2.0,126619.27,1.0,1.0,0.0,198224.38,0.0
1.0,0.0,0.0,0.0,1.0,778.0,33.0,1.0,0.0,2.0,1.0,0.0,85439.73,0.0
1.0,0.0,0.0,1.0,0.0,631.0,22.0,3.0,0.0,2.0,0.0,0.0,30781.77,0.0
1.0,0.0,0.0,0.0,1.0,841.0,31.0,2.0,0.0,2.0,1.0,0.0,173240.52,0.0
0.0,0.0,1.0,0.0,1.0,662.0,33.0,3.0,0.0,2.0,0.0,1.0,68064.83,0.0
0.0,1.0,0.0,0.0,1.0,645.0,41.0,2.0,93925.3,1.0,1.0,0.0,123982.14,1.0
1.0,0.0,0.0,1.0,0.0,779.0,29.0,3.0,46388.16,3.0,1.0,0.0,127939.26,1.0
0.0,0.0,1.0,1.0,0.0,666.0,47.0,5.0,0.0,1.0,0.0,0.0,166650.9,1.0
0.0,1.0,0.0,0.0,1.0,698.0,39.0,9.0,133191.19,2.0,0.0,1.0,53289.49,0.0
1.0,0.0,0.0,0.0,1.0,841.0,34.0,4.0,0.0,2.0,1.0,0.0,141582.66,0.0
0.0,0.0,1.0,0.0,1.0,636.0,52.0,4.0,111284.53,1.0,0.0,1.0,32936.44,1.0
0.0,0.0,1.0,1.0,0.0,727.0,31.0,0.0,0.0,1.0,1.0,0.0,121751.04,1.0
